Name,Role,movie_ID
David Lean,Director,"IXOP, UICH, OAMT, GDTG"
David Lee Smith,Actor,TUEO
David Leitch,Director,ZMEW
David Lynch,Director,"AMII, KTLD, PTNU, RUFA, QHNW"
David Mackenzie,Director,XKEG
David Mickey Evans,Director,TFBV
David Morse,Actor,"LROL, TILS"
David O. Russell,Director,"GCBG, CGED"
David Rawle,Actor,YMUE
David Silverman,Actor,WFJZ
David Thewlis,Actor,"PXLD, GEVH"
David Tomlinson,Actor,ZBAO
David Wenham,Actor,HAJR
David Yates,Director,"NVVN, WQUO, TXAM"
David Zucker,Actor,IBMF
David Zucker,Director,XQBQ
Davor Dujmovic,Actor,GEKR
DeForest Kelley,Actor,PVIC
Dean DeBlois,Director,"AFCI, GNPR"
Dean Martin,Actor,ZIJN
Dean Stockwell,Actor,HLXE
Dean-Charles Chapman,Actor,YYCU
Debbie Reynolds,Actor,EYGR
Deborah Kara Unger,Actor,"UBOB, NYSS"
Deborah Kerr,Actor,"YUSA, QCFS"
Debra Messing,Actor,XRTU
Dee Wallace,Actor,LVNW
Del Negro,Actor,XXIC
Delphine Seyrig,Actor,VQZR
Delroy Lindo,Actor,TTBT
Demet Akbag,Actor,"YIYG, AQMN"
Demi Moore,Actor,OSMQ
Denholm Elliott,Actor,URCC
Denis Villeneuve,Director,"OYGR, DGYX, YJNL, DJSE, LGSL"
Deniz Baysal,Actor,FZIF
Deniz Gamze Ergüven,Director,MZRI
Dennis Farina,Actor,DLKM
Dennis Gansel,Director,WIDL
Dennis Hopper,Actor,"KTLD, IKQY"
Dennis Price,Actor,MDOY
Dennis Quaid,Actor,UBLE
Denzel Washington,Actor,"NHYF, TTBT, SLAB, HKPT, QAGH, IEXO, BMBB, RVDL, UBOB"
Derek Jacobi,Actor,"GRZF, VWLO"
Destin Daniel Cretton,Director,"YAUJ, VLQS"
Dev Patel,Actor,"SHFT, NIBA"
Dexter Fletcher,Actor,BHKT
Dharmendra,Actor,EIZT
Diahnne Abbott,Actor,ZFFW
Diane Keaton,Actor,"IOBP, SNIN, LLOW, HAZA, RVQW, MRDK"
Diane Kruger,Actor,"SZHQ, ONVD, HVWW"
Diane Ladd,Actor,ASSC
Diane Venora,Actor,PEAL
Dianne Wiest,Actor,"LFGR, IUYQ, FBKZ"
Dibyendu Bhattacharya,Actor,OLPE
Dick Hogan,Actor,QASV
Dick Van Dyke,Actor,ZBAO
Dick York,Actor,ZGYZ
Diego Cortina Autrey,Actor,LNLD
Diego Luna,Actor,TQGD
Diego Starosta,Actor,IWMS
Diljit Dosanjh,Actor,TXGW
Disha Patani,Actor,LKUN
Dita Parlo,Actor,QPXJ
Djimon Hounsou,Actor,"XJHI, VRWX"
Doga Zeynep Doguslu,Actor,MZRI
Dolly Ahluwalia,Actor,NUUM
Dolores Moran,Actor,DPNB
Domhnall Gleeson,Actor,"GICN, UZBP, TPON, GNVM"
Dominic West,Actor,"HAJR, GDZW"
Dominique Blanchar,Actor,ZSOC
Dominique McElligott,Actor,ONCT
Dominique Pinon,Actor,"SINQ, LGMZ"
Don Cheadle,Actor,"JAQI, FUQU"
Don Gordon,Actor,LRHN
Don Hall,Actor,HEZB
Don Hall,Director,ALMM
Don Rickles,Actor,"GFUM, VOZE"
Don Siegel,Director,"TNST, HGMO, KBFH"
Don Taylor,Actor,ECCA
Donald O'Connor,Actor,EYGR
Donald Pleasence,Actor,VKFO
Donald Sutherland,Actor,"AODA, NMQA, SHNL"
Donatas Banionis,Actor,TNAU
Donna Murphy,Actor,EGMH
Donna Reed,Actor,"YUSA, CNDH"
Donnie Yen,Actor,"PHZE, TQGD"
Donny Alamsyah,Actor,NULP
Dorian Gray,Actor,SEUH
Dorota Kobiela,Director,ULZH
Dorothy Comingore,Actor,IPWC
Dorothy Duffy,Actor,JSCP
Dorsey Wright,Actor,PAJU
Doug Liman,Director,"JGAE, GTUX"
Doug McKeon,Actor,TCXT
Douglas Booth,Actor,ULZH
Drew Barrymore,Actor,LVNW
Duane Jones,Actor,QTHA
Duncan Jones,Director,ONCT
Dustin Hoffman,Actor,"IDNX, LRHN, XDSM, ELMI, GSWN, FVNM"
Dwight Yoakam,Actor,IRMA
Dylan Baker,Actor,LMGX
Ed Harris,Actor,"SQFX, DMEM, UBLE, VCUW, JJTW, TPRU"
Ed Helms,Actor,FRJX
Ed Skrein,Actor,TRNC
Eddie Albert,Actor,XQGP
Eddie Murphy,Actor,"MEYL, ELCR"
Eddie Redmayne,Actor,"SRDX, ULKX"
Edgar Ramírez,Actor,TKWK
Edgar Wright,Director,"NDVV, ABHU, MXZG"
Edmond O'Brien,Actor,"PQEI, FVLW"
Edmund Goulding,Actor,FLNM
Edmund Gwenn,Actor,XVUD
Edna Purviance,Actor,ANLA
Edoardo Leo,Actor,VKLU
Eduard Abalov,Actor,ZARP
Eduardo Noriega,Actor,FRGK
Edward Arnold,Actor,RDLL
Edward Asner,Actor,DUQH
Edward Burns,Actor,UVJQ
Edward Fox,Actor,EBFZ
Edward Furlong,Actor,"SBLG, YKLF"
Edward G. Robinson,Actor,"BTBX, BNCQ, MSKC"
Edward James Olmos,Actor,VKAV
Edward Norton,Actor,"RGNH, LPUK, SBLG, APCX, WQMF, ANAR, IILV"
Edward Zwick,Director,"NHYF, RHVL, VRWX"
Efrem Zimbalist Jr.,Actor,XXIM
Ege Tanman,Actor,HPTU
Eiji Okada,Actor,TLDZ
Eijirô Tôno,Actor,TFQV
Eiko Masuyama,Actor,WMZT
Eileen Walsh,Actor,JSCP
Eiza González,Actor,MXZG
Eleanor Bron,Actor,NGCM
Eleanor David,Actor,XZNR
Eleanor Parker,Actor,BFDA
Elem Klimov,Director,GJCC
Elena Altieri,Actor,QKDM
Elena Anaya,Actor,CGZI
Elena Lyadova,Actor,SQHR
Eli Marienthal,Actor,DQNF
Eli Roth,Actor,HVWW
Eli Wallach,Actor,"CUKO, ERWD"
Elia Kazan,Director,"ZKCB, QJMX, XYRL"
Elijah Smith,Actor,HVCM
Elijah Wood,Actor,"YMTS, IDDC, KOJF"
Elisabeth Shue,Actor,AFNR
Elissa Knight,Actor,SAKO
Elit Iscan,Actor,MZRI
Eliza Scanlen,Actor,XIVD
Elizabeth Banks,Actor,NEFC
Elizabeth Berridge,Actor,USNO
Elizabeth Berrington,Actor,UPXM
Elizabeth McGovern,Actor,EIOC
Elizabeth Taylor,Actor,"LSYB, NPAM, TOMS"
Ellar Coltrane,Actor,HVCM
Ellen Burstyn,Actor,"UNUJ, POCR"
Ellen Crawford,Actor,TUEO
Ellen DeGeneres,Actor,YEIV
Ellen Widmann,Actor,EABF
Elliot Page,Actor,DBCH
Elliott Gould,Actor,EYBU
Elmo Nüganen,Actor,XBZS
Elpidia Carrillo,Actor,GJHC
Elsa Lanchester,Actor,"IMXI, SFXB"
Elya Baskin,Actor,LOBJ
Emeric Pressburger,Actor,VTJI
Emi Shinohara,Actor,QTFJ
Emile Hirsch,Actor,"CTKB, FTTD"
Emilia Fox,Actor,QLNS
Emilio Echevarría,Actor,JPZL
Emilio Estevez,Actor,IKKD
Emily Blunt,Actor,"JGAE, LGSL"
Emily Mortimer,Actor,"OTAR, FTZL"
Emily Watson,Actor,WTFR
Emir Kusturica,Director,"KBZK, JSMP, GEKR"
Emma Stone,Actor,"WCHV, JHVI, GVOM"
Emma Thompson,Actor,"PESG, HEPW"
Emma Watson,Actor,"XDDL, DLPY, XTJE, TXAM, WQUO, NVVN, XIVD"
Emmanuel Affadzi,Actor,EHWX
Emmanuelle Riva,Actor,"TLDZ, VMUR"
Emmanuelle Seigner,Actor,"PIHR, ASSQ"
Emmy Rossum,Actor,ZPBG
Enrique Castillo,Actor,VFVB
Enrique Rambal,Actor,UQFE
Enzo Cannavale,Actor,AFGE
Enzo Staiola,Actor,QKDM
Enzo Tarascio,Actor,QSBQ
Erdem Can,Actor,"TCYD, OHXP"
Eric Bana,Actor,"KFNL, DHHU"
Eric Baugin,Actor,IIVO
Eric Bress,Director,WJHO
Eric Idle,Actor,MIUG
Eric Radomski,Actor,DQVM
Eric Schweig,Actor,HDHB
Eric Sykes,Actor,XTJE
Erich von Stroheim,Actor,"QPXJ, XIYJ"
Ericson Core,Director,MAPQ
Ernest B. Schoedsack,Actor,YGKI
Ernest Borgnine,Actor,"PQEI, IKJB"
Ernst Jacobi,Actor,PFWH
Ernst Lubitsch,Director,"LVHF, LZHN"
Errol Flynn,Actor,LPJO
Erwin Connelly,Actor,YORF
Ethan Coen,Actor,"EASF, XLHG, FCIY, YKCA, TKHQ, FXBK"
Ethan Coen,Director,"LJGN, VOEJ"
Ethan Hawke,Actor,"SXYG, IEXO, OBMM, HVCM, BABP, PQMQ, LCFE, ADJD, LXDX"
Eugene Silvain,Actor,XNST
Eun-ju Lee,Actor,ZHSU
Eva Green,Actor,RIOM
Eva Marie Saint,Actor,KQPP
Evan McGuire,Actor,DZHB
Evan Rachel Wood,Actor,TDEL
Evgeniy Zharikov,Actor,ZARP
Ewa Fröling,Actor,YRTX
Ewan McGregor,Actor,"LGJM, IJLX, KFNL"
Ewen Bremner,Actor,IJLX
Ezra Miller,Actor,XDDL
F. Gary Gray,Director,OWLK
F. Murray Abraham,Actor,"USNO, YIXN"
F.W. Murnau,Director,"GPTJ, QMUF"
Fabián Bielinsky,Director,HNZU
Famke Janssen,Actor,UIFL
Farhan Akhtar,Actor,"IZTU, TCFA"
Farhan Akhtar,Director,WILT
Farida Jalal,Actor,XXBC
Farley Granger,Actor,"FNCN, QASV"
Fatih Akin,Director,"HXOA, ARHX"
Fatima Sana Shaikh,Actor,DVJA
Fay Wray,Actor,YGKI
Faye Dunaway,Actor,"TYBZ, TXOT, XIAN"
Faye Wong,Actor,HUCQ
Federico Fellini,Director,"GBJK, CFGX, MJNT, APYA, SEUH"
Fele Martínez,Actor,FRGK
Felicity Jones,Actor,"SRDX, TQGD"
Felix Bressart,Actor,LVHF
Felix van Groeningen,Director,ONJA
Fengyi Zhang,Actor,ZERW
Ferdia Walsh-Peelo,Actor,NFLN
Fernanda Montenegro,Actor,DXRS
Fernando Meirelles,Director,XZWH
Fernando Rey,Actor,"VIJC, VQZR"
Fikret Kuskan,Actor,HPTU
Filip Berg,Actor,WZZU
Filip Sovagovic,Actor,FZMK
Filipp Yankovskiy,Actor,NLKF
Fionn Whitehead,Actor,HKPW
Fionnula Flanagan,Actor,"YMUE, SSFZ"
Florence Lee,Actor,FUPZ
Florence Pugh,Actor,XIVD
Florian Henckel von Donnersmarck,Director,KNYP
Florian Lukas,Actor,PLJU
Florijan Ajdini,Actor,JSMP
Folco Lulli,Actor,KFOZ
Ford Beebe Jr.,Actor,TQJR
Forest Whitaker,Actor,"DGYX, KWKY"
Franca Marzi,Actor,SEUH
Frances Conroy,Actor,JUXX
Frances McDormand,Actor,"JMDS, JCTT, EASF, FCIY, AHGV"
Frances Sternhagen,Actor,SCTJ
Francine Racette,Actor,NSDA
Francis Capra,Actor,RMUH
Francis Ford Coppola,Director,"IOBP, LKTY, VEIK, MRDK, SNIN"
Francis Huster,Actor,BACZ
Francis Lee,Director,NSQO
Francis Veber,Director,BACZ
Frank Adu,Actor,HAZA
Frank Capra,Director,"DQZJ, RDLL, QOAA, CNDH"
Frank Darabont,Director,"LROL, YMFX"
Frank Finlay,Actor,QLNS
Frank Giering,Actor,KZBR
Frank Langella,Actor,AMVW
Frank Lovejoy,Actor,BTHG
Frank Miller,Director,FYCV
Frank Morgan,Actor,LZHN
Frank Overton,Actor,IUMB
Frank Oz,Actor,WXDT
Frank Paur,Actor,DQVM
Frank Sinatra,Actor,YMWE
Frank Vincent,Actor,OXKS
Franka Potente,Actor,"BHKW, DOEZ, FMNY, GTUX"
Franklin J. Schaffner,Director,"UULG, LRHN, AYJD"
Frantz Turner,Actor,YAUJ
Franz Rogowski,Actor,KWOE
François Berléand,Actor,HYST
François Cluzet,Actor,NYMX
François Périer,Actor,"SEUH, HIGI"
François Truffaut,Actor,GPIL
François Truffaut,Director,"PGLQ, WXVR"
Fred MacMurray,Actor,"BTBX, VIVX"
Fred Willard,Actor,SAKO
Fred Zinnemann,Director,"EBFZ, UMDA, YUSA, ZSBF"
Frederic Forrest,Actor,"LKTY, VEIK"
Frederick Lau,Actor,"KWOE, WIDL"
Fredric March,Actor,"ZGYZ, JKBY"
Freida Pinto,Actor,NIBA
Friedrich Feher,Actor,OWFI
Fritz Lang,Director,"EABF, MSQU"
Frédérique Feder,Actor,YRWF
Gabriel Byrne,Actor,"GIUL, TKHQ"
Gabriele Ferzetti,Actor,ZSOC
Gabriele Muccino,Director,"CCCT, GQFE"
Gabrielle Anwar,Actor,BPLM
Gael García Bernal,Actor,"TAEY, HMWM, JPZL, OMHZ"
Gajraj Rao,Actor,UKDM
Gareth Edwards,Director,TQGD
Gareth Evans,Director,"QHDY, NULP"
Garrett M. Brown,Actor,VTEL
Garth Davis,Director,SHFT
Gary Busey,Actor,ZOAN
Gary Cooper,Actor,UMDA
Gary Farmer,Actor,YPCF
Gary Lockwood,Actor,JGSD
Gary Oldman,Actor,"HSXL, DRRQ, TSZZ, NHCM, PMLP, MDNZ"
Gary Sinise,Actor,"DFYP, XROC"
Gary Stretch,Actor,PUNA
Gary Trousdale,Director,GESX
Gaspard Manesse,Actor,NSDA
Gaspard Ulliel,Actor,LGMZ
Gastone Moschin,Actor,QSBQ
Gastón Pauls,Actor,HNZU
Gattlin Griffith,Actor,RDPU
Gauri Shinde,Director,UORX
Gavin O'Connor,Director,ZEUB
Gayatri,Director,GIEH
Gayatri Joshi,Actor,JMEP
Gaylen Ross,Actor,CQPC
Geert Van Rampelberg,Actor,ONJA
Gemma Jones,Actor,NSQO
Gena Rowlands,Actor,"QEXB, CVPH, YOEI"
Gene Bervoets,Actor,NTZS
Gene Hackman,Actor,"UZMW, JMDS, TYBZ, HLZX, VEIK, VIJC"
Gene Kelly,Actor,"ZGYZ, EYGR, EYGR"
Gene Lockhart,Actor,"NLWX, XVUD"
Gene Saks,Director,DABP
Gene Tierney,Actor,RDSZ
Gene Wilder,Actor,"ZMPO, GLDH, DWIU"
Geneviève Page,Actor,NYKB
Geoffrey Arend,Actor,QBSK
Geoffrey Rush,Actor,"GRZF, MVNL, DPGV, NMQA"
George A. Romero,Director,"CQPC, QTHA"
George C. Scott,Actor,"HAKT, UOBE, AYJD"
George Clooney,Actor,"FXBK, VCUW, SVOT, YDQA"
George Cukor,Actor,"EVOS, QSZP"
George Cukor,Director,"ICKZ, EMHS"
George Harrison,Actor,WFFB
George Kennedy,Actor,CRPU
George Lucas,Director,GTQZ
George MacKay,Actor,"BOGV, YYCU"
George Macready,Actor,"JNDT, THHV"
George Miller,Director,"FWVN, KXIT"
George O'Brien,Actor,QMUF
George P. Cosmatos,Director,LKPC
George Peppard,Actor,JBWN
George Raft,Actor,MWPM
George Roy Hill,Director,"GYAE, BXHY"
George Sanders,Actor,"BJYL, THYG"
George Seaton,Director,XVUD
George Segal,Actor,LSYB
George Sluizer,Director,NTZS
George Stevens,Director,TOMS
Georges Adet,Actor,HAZA
Georges Franju,Director,BNNK
Georges Siatidis,Actor,FZMK
Gerald R. Molen,Actor,GSWN
Geraldine Chaplin,Actor,UICH
Gerard Butler,Actor,"GNPR, AFCI, HAJR"
Gerard Hendrick,Actor,MGZW
Gerardo Taracena,Actor,HXMW
Gerd Oswald,Actor,KIIL
Gerry Robert Byrne,Actor,WTQC
Gert Fröbe,Actor,PXOD
Gian Maria Volontè,Actor,"DBYU, YGJM"
Gil Birmingham,Actor,XKEG
Gillian Anderson,Actor,KWKY
Gillo Pontecorvo,Director,EEAU
Gina Torres,Actor,PSRE
Ginnifer Goodwin,Actor,"ABPH, OQRK"
Giorgi Nakashidze,Actor,XBZS
Giorgio Cantarini,Actor,ROJD
Giovanni Ribisi,Actor,TEBU
Giulietta Masina,Actor,"SEUH, APYA"
Giuseppe Battiston,Actor,VKLU
Giuseppe Tornatore,Director,"NMQA, RSNW, AFGE"
Giustino Durano,Actor,ROJD
Gladys George,Actor,QPDU
Glen Cavender,Actor,PVXY
Glen Hansard,Actor,MGZW
Glenn Ford,Actor,JNDT
Gloria Grahame,Actor,BTHG
Gloria Stuart,Actor,ZOXL
Gloria Swanson,Actor,XIYJ
Glynis Johns,Actor,ZBAO
Godfrey Tearle,Actor,HNMA
Golshifteh Farahani,Actor,XZFA
Gong Li,Actor,"ZERW, CSJX"
Gore Verbinski,Director,MVNL
Gore Vidal,Actor,SXYG
Gorô Naya,Actor,JMHT
Goya Toledo,Actor,JPZL
Grace Kelly,Actor,"UMDA, GOJL, BQFJ"
Graciela Tenenbaum,Actor,HNZU
Gracy Singh,Actor,"DGAU, NHWN"
Graham Chapman,Actor,"MIUG, TRJP"
Graham Greene,Actor,"XBYB, VGPW"
Graham Norton,Actor,CXYA
Greg Cruttwell,Actor,GEVH
Greg Grunberg,Actor,OLNP
Greg Kinnear,Actor,"ARLH, EGLI"
Gregg Araki,Director,AFNR
Gregory Hoblit,Director,IILV
Gregory Peck,Actor,"XBBK, XQGP, IUMB"
Greta Gerwig,Director,XIVD
Greta Schröder,Actor,GPTJ
Griffin Dunne,Actor,OMWK
Grigoriy Aleksandrov,Actor,QHCG
Groucho Marx,Actor,"ARJC, FLNM"
Guillaume Canet,Actor,"SZHQ, UOMK"
Guillermo del Toro,Director,NRDJ
Gunnar Björnstrand,Actor,"EXNJ, CZTE, KKFN"
Gunnel Lindblom,Actor,VNTR
Gus Van Sant,Director,HRGM
Gustaf Skarsgård,Actor,JRJA
Gustav Fröhlich,Actor,MSQU
Gustav von Wangenheim,Actor,GPTJ
Guy Decomble,Actor,PGLQ
Guy Hamilton,Director,PXOD
Guy Pearce,Actor,"IHQN, ILPF, ZSET"
Guy Ritchie,Director,"WMHE, BHKT, SGBF, DLKM"
Guylaine Schlumberger,Actor,QSHW
Gwen Eckhaus,Actor,NTZS
Gwilym Lee,Actor,BNIO
Gwyneth Paltrow,Actor,"HLZX, SVSV"
Gérard Jugnot,Actor,HYST
Günes Sensoy,Actor,MZRI
Güven Kiraç,Actor,ARHX
Haaz Sleiman,Actor,LOKC
Hailee Steinfeld,Actor,VOEJ
Haing S. Ngor,Actor,RMMW
Hal Ashby,Director,"DHGF, QAPC"
Haley Joel Osment,Actor,HTUH
Halina Gryglaszewska,Actor,VDFG
Halina Reijn,Actor,EQWZ
Haluk Bilginer,Actor,YIYG
Halvar Björk,Actor,YUQA
Hannes Holm,Director,WZZU
Hanno Pöschl,Actor,LXDX
Hardy Krüger,Actor,AWWI
Harold Ramis,Actor,SYKG
Harold Ramis,Director,KYJK
Harpo Marx,Actor,"ARJC, FLNM"
Harriet Andersson,Actor,"JLMS, XWVQ"
Harrison Ford,Actor,"HCJX, URCC, VKAV, YJNL, ZRXP, JURZ, GTQZ, LELW"
Harry Connick Jr.,Actor,DQNF
Harry Crocker,Actor,MZBV
Harry Dean Stanton,Actor,HLXE
Harry Guardino,Actor,KBFH
Harry Myers,Actor,FUPZ
Harshaali Malhotra,Actor,PKXR
Hartley Power,Actor,XQGP
Haru Kuroki,Actor,NHRO
Haruo Tanaka,Actor,GVYS
Harvey Keitel,Actor,"DDKF, VUTR"
Harvey Korman,Actor,GLDH
Haya Harareet,Actor,YYLN
Hayao Miyazaki,Director,"EQYX, WJTJ, DPWY, NCYC, BECK, JMHT, CMVW, HFUM, LVTX, WMZT, XYAI"
Hayley Squires,Actor,DTBJ
Heath Ledger,Actor,"BVTW, KNXX"
Hector Elizondo,Actor,RSMM
Hee Jae,Actor,KGBR
Hee-won Kim,Actor,HZPM
Helen Hunt,Actor,"KILH, EGLI"
Helena Bonham Carter,Actor,GRZF
Helena Rojo,Actor,XXIC
Helmut Griem,Actor,RAQD
Helmut Qualtinger,Actor,LOBJ
Hemendra Dandotiya,Actor,OBYU
Henning Moritzen,Actor,TNFA
Henri Serre,Actor,WXVR
Henri-Georges Clouzot,Director,"UAWM, KFOZ"
Henri-Jacques Huet,Actor,QJUM
Henrik Dahl,Actor,DWBL
Henrik Lundström,Actor,JRJA
Henry Bergman,Actor,"UVRC, TPEY"
Henry Cavill,Actor,PGTO
Henry Fonda,Actor,"GQAC, FRHC, TCXT, RTIM"
Henry Koster,Director,PSSS
Henry Selick,Director,"TYOQ, NUJA"
Henry Thomas,Actor,LVNW
Henry Travers,Actor,"ZOXL, SBTC"
Herb Edelman,Actor,DABP
Herbert Grönemeyer,Actor,DJJD
Herbert Knaup,Actor,DOEZ
Herbert Lom,Actor,MUTV
Hiam Abbass,Actor,LOKC
Hideaki Anno,Actor,HFUM
Hideaki Anno,Director,VFAY
Hidetoshi Nishijima,Actor,HFUM
Hilary Swank,Actor,BNAZ
Hirokazu Koreeda,Director,BKXF
Hiromasa Yonebayashi,Actor,UARX
Hiromasa Yonebayashi,Director,MJEG
Hiroyuki Okiura,Actor,WCCG
Hisako Kyôda,Actor,JMHT
Hitoshi Takagi,Actor,WJTJ
Ho-jin Chun,Actor,WJAG
Holly Hunter,Actor,"USDZ, JYKC"
Holmes Osborne,Actor,TCAD
Hong-jin Na,Director,PAID
Honor Blackman,Actor,PXOD
Horacio Salinas,Actor,PPLX
Howard Da Silva,Actor,SGNK
Howard Hawks,Director,"VQOY, RIEV, VUMZ, NLWX, YJUT, DPNB, ZIJN"
Hrishikesh Mukherjee,Director,PTHN
Hrithik Roshan,Actor,IZTU
Hubert Koundé,Actor,LFZU
Hubertus Bengsch,Actor,DJJD
Huck Milner,Actor,USDZ
Hudhail Al-Amir,Actor,TVKR
Hugh Bonneville,Actor,INAY
Hugh Grant,Actor,INAY
Hugh Jackman,Actor,"VFJG, HSGQ, DJSE, KFPB"
Hugh Marlowe,Actor,TBEG
Hugh Walsh,Actor,MGZW
Hugh Welchman,Actor,ULZH
Hugo Silva,Actor,ZMMK
Hugo Weaving,Actor,RRYI
Humphrey Bogart,Actor,"DPNB, VQOY, BNCQ, RZUM, BTHG, UHKQ, ZKVS, QPDU, DBKN"
Husnija Hasimovic,Actor,GEKR
Hye-ja Kim,Actor,WZKC
Hyeong-jin Kong,Actor,ZHSU
Hyuk-ho Kwon,Actor,KGBR
Hümeyra,Actor,HPTU
Iain Rea,Actor,ASSC
Ian Hart,Actor,NSQO
Ian Hendry,Actor,VMOZ
Ian Holm,Actor,TSZZ
Ian McKellen,Actor,"HSGQ, KOJF, VNSE, IJAS, YMTS, IDDC, CPBG"
Ida Engvoll,Actor,WZZU
Iemasa Kayumi,Actor,LDTU
Ignat Daniltsev,Actor,NLKF
Iko Uwais,Actor,"NULP, QHDY"
Ileana D'Cruz,Actor,XEBE
Ilker Kizmaz,Actor,OHXP
Imelda Staunton,Actor,GDZW
Imtiaz Ali,Director,"BBOU, TDTU"
In-mun Kim,Actor,JAHA
Indraneil Sengupta,Actor,DXVH
Inge Landgut,Actor,EABF
Ingmar Bergman,Director,"VNTR, XWVQ, EXNJ, POJU, CZTE, KKFN, YUQA"
Ingrid Bergman,Actor,"YUQA, UHKQ, LHBQ"
Ingrid Thulin,Actor,"XWVQ, EXNJ"
Irandhir Santos,Actor,FVMO
Irene Miracle,Actor,RGBK
Irene Papas,Actor,DKLW
Irrfan Khan,Actor,"XWDT, RWOC, OBYU, RAGE"
Irvin Kershner,Director,LELW
Irving Metzman,Actor,IEJJ
Irène Jacob,Actor,"YRWF, VDFG"
Isa Danieli,Actor,AFGE
Isaac Hayes,Actor,GLRJ
Isabella Rossellini,Actor,KTLD
Isabelle Adjani,Actor,FHJP
Isabelle Huppert,Actor,VMUR
Isao Takahata,Director,"TCDV, EETS, OZUL"
Ismail Hacioglu,Actor,TCYD
Issey Takahashi,Actor,XNCG
Isuzu Yamada,Actor,EXFY
Ivan Bobrov,Actor,QHCG
Ivan Dobronravov,Actor,WMCK
Ivan Lapikov,Actor,JKVP
Ivan Reitman,Director,SYKG
Ivana Baquero,Actor,NRDJ
Izabela Vidovic,Actor,TTDS
J. Lee Thompson,Director,XBBK
J. Mackye Gruber,Actor,WJHO
J.D. Cannon,Actor,CRPU
J.J. Abrams,Director,"CTSF, TPON, QCCI"
J.K. Simmons,Actor,"TIWG, GVOM, MLNP"
J.T. Walsh,Actor,IRMA
JB Blanc,Actor,ILPF
Jack Albertson,Actor,ZMPO
Jack Benny,Actor,LVHF
Jack Carson,Actor,"QOAA, NPAM"
Jack Clayton,Director,QCFS
Jack Hawkins,Actor,"IXOP, YYLN, GDTG, VSLQ"
Jack Kehoe,Actor,KYCA
Jack Lemmon,Actor,"MWPM, XCCB, PMLP, DABP, VIVX"
Jack McBrayer,Actor,HJPN
Jack Nicholson,Actor,"EGLI, SFZW, QMJX, TXOT, XRYP, OSMQ"
Jack Oakie,Actor,KWUX
Jack Reynor,Actor,NFLN
Jack Thibeau,Actor,TNST
Jack Warden,Actor,"DHGF, MRLG, XDSM"
Jacki Weaver,Actor,CGED
Jackie Coogan,Actor,ANLA
Jackie Earle Haley,Actor,RGPA
Jackie Gleason,Actor,HAKT
Jaco Van Dormael,Director,ONVD
Jacob Tremblay,Actor,"UJQD, TTDS"
Jacqueline Andere,Actor,UQFE
Jacques Audiard,Director,FNGW
Jacques Tourneur,Director,YHYV
Jacques Villeret,Actor,BACZ
Jaden Smith,Actor,GQFE
Jae Head,Actor,XJKU
Jae-ho Song,Actor,RJWL
Jae-young Kwak,Director,JAHA
Jake Gyllenhaal,Actor,"KNXX, DJSE, ITQT, ZTRV, GLBU, TCAD, HFUD"
Jake Johnson,Actor,SFMI
James Algar,Director,TQJR
James Booth,Actor,VSLQ
James Caan,Actor,"OZUL, SCTJ, IOBP"
James Cagney,Actor,FVLW
James Cameron,Director,"BWAZ, HXZV, YKLF, FHLG, AOYO"
James Coburn,Actor,"MWKY, RWXE"
James Cromwell,Actor,NEXH
James Dean,Actor,"XYRL, TOMS, MJIR"
James Doohan,Actor,PVIC
James Earl Jones,Actor,TEGH
James Fleet,Actor,HEPW
James Foley,Director,XCCB
James Frawley,Director,WXDT
James Garner,Actor,"DVXF, CVPH"
James Gleason,Actor,OXJX
James Gunn,Director,"ZQUZ, EHNG"
James Ivory,Director,PESG
James L. Brooks,Director,EGLI
James Laurenson,Actor,XZNR
James Mangold,Director,"OQRK, BSSZ, KFPB, ZKEI"
James Marsden,Actor,"NHCM, OZUL"
James Marsh,Director,SRDX
James Mason,Actor,"MRLG, KQPP"
James McAvoy,Actor,"HSGQ, EBYV, KWKY, ARGK"
James McTeigue,Director,RRYI
James Rebhorn,Actor,"BPLM, NYSS"
James Remar,Actor,PAJU
James Simone,Director,UARX
James Stewart,Actor,"QASV, ICKZ, BQFJ, RDLL, PSSS, CNDH, LZHN, LFZP, BMYD, CRKK"
James Wan,Director,EJOD
James Whale,Director,"IMXI, RYGJ, ZOXL"
James Woods,Actor,"LYRJ, EIOC"
Jamie Bell,Actor,TKHW
Jamie Chung,Actor,ALMM
Jamie Draven,Actor,TKHW
Jamie Foxx,Actor,"TBKZ, FIBC, CXYA, VLQS"
Jamie Lee Curtis,Actor,"VKFO, AHMI"
Jan Cornet,Actor,CGZI
Jan Josef Liefers,Actor,DMIA
Jan Pinkava,Actor,ZQTF
Jan Sterling,Actor,OCHN
Jane Adams,Actor,LMGX
Jane Alexander,Actor,IDNX
Jane Darwell,Actor,FRHC
Jane Fonda,Actor,TCXT
Jane Galloway Heitz,Actor,QHNW
Jane Greer,Actor,YHYV
Jane Lynch,Actor,HJPN
Jane Wyman,Actor,SGNK
Janelle Monáe,Actor,BYYU
Janet Gaynor,Actor,QMUF
Janet Leigh,Actor,"VRMQ, YMWE, ACFP"
Jang Dong-Gun,Actor,ZHSU
Janine Darcey,Actor,PEGS
Janusz Gajos,Actor,ANPP
Jared Bush,Actor,ABPH
Jared Gilman,Actor,WWHT
