Name,Role,movie_ID
Martin Stringer,Actor,LNFK
Martin Zandvliet,Director,THYR
Martina Gedeck,Actor,KNYP
Marty Feldman,Actor,DWIU
Mary Astor,Actor,QPDU
Mary Elizabeth Mastrantonio,Actor,LDGN
Mary Harron,Director,UNTN
Mary Kay Bergman,Actor,GLRJ
Mary McDonnell,Actor,"VGPW, TCAD"
Mary Steenburgen,Actor,"FCKQ, OZUL"
Mary Stuart Masterson,Actor,VMAO
Mary Tyler Moore,Actor,SHNL
Mary Ure,Actor,ROYO
Mary-Louise Parker,Actor,VMAO
Maryana Spivak,Actor,JBMJ
María Marull,Actor,IWMS
María Mercedes Villagra,Actor,HNZU
Marília Pêra,Actor,DXRS
Masaaki Ôkura,Actor,SPWS
Masahiko Nishimura,Actor,HFUM
Masahiro Motoki,Actor,JCYS
Masaki Kobayashi,Director,GYCD
Masaki Okada,Actor,QTEM
Masayuki Mori,Actor,COBI
Massimo Troisi,Actor,"HWSN, HWSN"
Matheus Nachtergaele,Actor,XZWH
Mathieu Amalric,Actor,"ASSQ, YIXN"
Mathieu Kassovitz,Actor,DUIM
Mathieu Kassovitz,Director,LFZU
Matt Damon,Actor,"HRGM, QMJX, DPWY, UVJQ, FMNY, VOEJ, TKWK, OTOJ, GTUX, SVOT, ZKEI"
Matt Reeves,Director,HSXL
Matt Ross,Director,BOGV
Matt Stone,Actor,GLRJ
Matthew Broderick,Actor,"NHYF, TEGH, XYPY"
Matthew Edison,Actor,NHCM
Matthew Goode,Actor,"FTZL, ZNVM"
Matthew Macfadyen,Actor,AODA
Matthew McConaughey,Actor,"PSVZ, XDCD, WMHE, NYQN, FJOP, ZBFB"
Matthew Modine,Actor,ZQAY
Matthew Vaughn,Director,"IIXQ, VTEL, ARGK, IJAS"
Matthew Warchus,Director,GDZW
Matvey Novikov,Actor,JBMJ
Maureen O'Hara,Actor,"XVUD, OYBJ"
Maureen O'Sullivan,Actor,SYBH
Maurice Evans,Actor,UULG
Maurice Schutz,Actor,XNST
Max Phipps,Actor,KXIT
Max Riemelt,Actor,WIDL
Max Schreck,Actor,GPTJ
Max von Sydow,Actor,"OKSE, POCR, VNTR, CZTE"
Maxim Gaudette,Actor,OYGR
Maxine Audley,Actor,XMDW
May Whitty,Actor,GFXJ
Mayu Matsuoka,Actor,BKXF
Mayumi Izuka,Actor,TCDV
Mayumi Tanaka,Actor,CMVW
Mckenna Grace,Actor,EUBK
Meat Loaf,Actor,LPUK
Meena,Actor,XSJP
Meg Ryan,Actor,WRPJ
Meghna Gulzar,Director,"RAGE, AEHF"
Megs Jenkins,Actor,QCFS
Megumi Hayashibara,Actor,"VFAY, VGOI"
Megumi Ogata,Actor,VFAY
Mehdi Nebbou,Actor,UORX
Mehmet Ada Öztekin,Director,FZIF
Mel Brooks,Director,"GLDH, DWIU"
Mel Gibson,Actor,"KXIT, ZOAN, JQEN"
Mel Gibson,Director,"HXMW, QTNQ, JQEN"
Mel Stuart,Director,ZMPO
Melinda Dillon,Actor,"GPIL, QBIQ"
Melisa Sözen,Actor,YIYG
Melissa Benoist,Actor,MLNP
Melissa Leo,Actor,"GCBG, DJSE"
Melora Walters,Actor,WJHO
Melvyn Douglas,Actor,"DHGF, FHJP"
Mercedes Morán,Actor,OMHZ
Merian C. Cooper,Director,YGKI
Merila Zare'i,Actor,XZFA
Merna Kennedy,Actor,MZBV
Mervyn LeRoy,Actor,EVOS
Meryl Streep,Actor,"YDQA, ZORC, IDNX, BLIZ"
Mete Horozoglu,Actor,OHXP
Mia Farrow,Actor,"IEJJ, LFGR, CYKW, PEAR"
Mia Sara,Actor,XYPY
Michael Ansara,Actor,DKLW
Michael B. Jordan,Actor,"VLQS, FZRG"
Michael Bates,Actor,ELXV
Michael Beck,Actor,PAJU
Michael Berryman,Actor,SFZW
Michael Biehn,Actor,"FHLG, HXZV"
Michael Caine,Actor,"VFJG, IIXQ, KTVX, BVTW, XKSG, ZLBE, KXRI, YPWI, LFGR"
Michael Cimino,Director,FILR
Michael Clarke Duncan,Actor,LROL
Michael Curtiz,Director,"LPJO, UHKQ"
Michael Douglas,Actor,"NYSS, VEIR"
Michael Ealy,Actor,CCCT
Michael Fassbender,Actor,"ARGK, ZKUQ"
Michael Gambon,Actor,"TXAM, WQUO"
Michael Haneke,Director,"PFWH, VMUR, KZBR"
Michael J. Fox,Actor,"GUJC, JPUO"
Michael J. Pollard,Actor,TYBZ
Michael Keaton,Actor,"LZPV, WQMF"
Michael Kenneth Williams,Actor,ZKUQ
Michael Lee Gogin,Actor,OKSB
Michael Madsen,Actor,"EQAS, LWHS, NFDX, VUTR"
Michael Mann,Director,"PEAL, HDHB, RVXJ"
Michael McKean,Actor,"HRNT, ALQC"
Michael Murphy,Actor,LLOW
Michael Nyqvist,Actor,YRTX
Michael Palin,Actor,TRJP
Michael Peña,Actor,GLBU
Michael Powell,Director,"VTJI, XMDW"
Michael Preston,Actor,KXIT
Michael Radford,Director,HWSN
Michael Redgrave,Actor,"QCFS, GFXJ"
Michael Rennie,Actor,TBEG
Michael Schwartz,Actor,OLJP
Michael Sheen,Actor,AMVW
Michael Strong,Actor,AYJD
Michael Stuhlbarg,Actor,"DGYX, WULB"
Michael York,Actor,RAQD
Michel Auclair,Actor,EBFZ
Michel Côté,Actor,YGBT
Michel Gondry,Director,WTQC
Michel Hazanavicius,Director,NEXH
Michel Piccoli,Actor,NYKB
Michel Robin,Actor,IFWT
Michelangelo Antonioni,Director,"GACQ, ZSOC"
Michelle Dockery,Actor,WMHE
Michelle La,Actor,XRTU
Michelle Monaghan,Actor,JJTW
Michelle Pfeiffer,Actor,"LDGN, IUYQ"
Michelle Reis,Actor,IYLI
Michelle Rodriguez,Actor,AOYO
Michelle Williams,Actor,"FMKI, PQUB, KNXX"
Michelle Yeoh,Actor,XJGG
Michèle Caucheteux,Actor,IFWT
Mick Lally,Actor,DZHB
Mickey Rourke,Actor,"TDEL, FYCV"
Miguel Ángel Fuentes,Actor,UNWD
Mikael Håfström,Director,JRJA
Mikael Persbrandt,Actor,XHOZ
Mike Judge,Director,OLTB
Mike Leigh,Director,"MECW, GEVH"
Mike Myers,Actor,MEYL
Mike Newell,Director,"EQAS, XTJE"
Mike Nichols,Director,"FVNM, LSYB"
Mike Vitar,Actor,TFBV
Miki Imai,Actor,TCDV
Mikkel Boe Følsgaard,Actor,THYR
Mila Kunis,Actor,RKDV
Mila Parély,Actor,CTFI
Miles Teller,Actor,"CZUU, MLNP"
Milhem Cortaz,Actor,"FVMO, TCNI"
Milla Jovovich,Actor,TSZZ
Milos Forman,Director,"SFZW, USNO"
Mina Sadati,Actor,OLZB
Minami Takayama,Actor,EQYX
Ming-Na Wen,Actor,ELCR
Minori Terada,Actor,CMVW
Minoru Chiaki,Actor,"EXFY, CCBG"
Miori Takimoto,Actor,HFUM
Mirai Shida,Actor,MJEG
Miranda Richardson,Actor,WSYR
Miriam Shor,Actor,NVWH
Mirjana Jokovic,Actor,KBZK
Misa Uehara,Actor,CCBG
Misha Meskhi,Actor,XBZS
Miss Piggy,Actor,ZLBE
Mitchell Ryan,Actor,ZOAN
Mitchell Whitfield,Actor,KDAA
Mithun Chakraborty,Actor,PGWC
Mitsuo Iwata,Actor,IAUR
Mitsutaka Itakura,Actor,YGIQ
Miyu Irino,Actor,"PJCK, LVTX"
Mohammad Amir Naji,Actor,HUIP
Mohanlal,Actor,XSJP
Mohit Raina,Actor,WBLH
Moira Shearer,Actor,"XMDW, VTJI"
Molly Picon,Actor,CKDH
Molly Ringwald,Actor,IKKD
Mona Singh,Actor,WJGV
Mone Kamishiraishi,Actor,TMXD
Monica Viegas,Actor,IFWT
Monica Vitti,Actor,ZSOC
Montgomery Clift,Actor,"VUMZ, YUSA"
Moon So-Ri,Actor,LYUN
Morena Baccarin,Actor,"ZMEW, TRNC"
Morgan Freeman,Actor,"JJTW, HBVJ, BNAZ, NHYF, UZMW, YMFX, ELXD"
Moritz Bleibtreu,Actor,"DOEZ, DMIA, CPHB"
Morten Tyldum,Director,ZNVM
Moustapha Akkad,Director,DKLW
Muhammet Uzuner,Actor,UAPX
Mukesh Chhabra,Director,KBEU
Mustafa Kamel,Actor,OYGR
Myrna Loy,Actor,"SYBH, JKBY"
Mélanie Laurent,Actor,HVWW
Mélanie Thierry,Actor,RSNW
Mélissa Désormeaux-Poulin,Actor,OYGR
Mía Maestro,Actor,OMHZ
Mónica Villa,Actor,IWMS
Nadine Labaki,Director,GVUE
Nafise Jafar-Mohammadi,Actor,HUIP
Nakul Roshan Sahdev,Actor,NQZM
Nanako Matsushima,Actor,UARX
Nancy Kyes,Actor,VKFO
Nancy Olson,Actor,XIYJ
Naoko Yamada,Director,PJCK
Naomi Watts,Actor,"LHMZ, RUFA, OUKR"
Naomie Harris,Actor,"MEII, IAKY"
Nargis Fakhri,Actor,BBOU
Naseeruddin Shah,Actor,BCMU
Nastassja Kinski,Actor,HLXE
Nat Pendleton,Actor,SYBH
Nat Wolff,Actor,WEDX
Natalie Dessay,Actor,SZHQ
Natalie Portman,Actor,"MDNZ, RRYI, RKDV"
Natalie Wood,Actor,MJIR
Nataliya Vdovina,Actor,WMCK
Natalya Bondarchuk,Actor,TNAU
Nathalie Boltt,Actor,RZQP
Nathalie Delon,Actor,HIGI
Nathan Fillion,Actor,PSRE
Nathan Greno,Director,EGMH
Nawazuddin Siddiqui,Actor,"DXVH, FOTC, XWDT, PKXR"
Ned Beatty,Actor,"QPWD, CXST"
Neena Gupta,Actor,UKDM
Neeraj Kabi,Actor,RAGE
Neeraj Pandey,Director,"OBKT, PRCZ, LKUN, BCMU"
Neeral Mulchandani,Actor,FLSU
Neil Brown Jr.,Actor,OWLK
Neil Burger,Director,ANAR
Neil Patrick Harris,Actor,PRKU
Neill Blomkamp,Director,RZQP
Nell Cattrysse,Actor,ONJA
Nicholas Hoult,Actor,FWVN
Nicholas Meyer,Director,PVIC
Nicholas Ray,Director,"BTHG, MJIR"
Nick Cassavetes,Director,CVPH
Nick Frost,Actor,"ABHU, NDVV"
Nick Moran,Actor,BHKT
Nick Nolte,Actor,"ZEUB, ANSZ"
Nick Offerman,Actor,TZOV
Nicolas Bro,Actor,ZAYD
Nicolas Cage,Actor,"VTEL, ZORC, OBMM"
Nicolas Winding Refn,Director,ECUC
Nicole Kidman,Actor,"SHFT, SSFZ, JLMS"
Nicoletta Braschi,Actor,"ZYQH, ROJD"
Niels Arden Oplev,Director,YRTX
Niels Arestrup,Actor,FNGW
Nigel Havers,Actor,WSYR
Nikkhil Advani,Director,IHAY
Nikolay Burlyaev,Actor,ZARP
Nikolay Grinko,Actor,"JKVP, OVXN"
Nikolay Sergeev,Actor,JKVP
Nils Poppe,Actor,CZTE
Nimrat Kaur,Actor,"XWDT, CVSU"
Nina Petri,Actor,DOEZ
Nina van Pallandt,Actor,EYBU
Nisa Sofiya Aksongur,Actor,FZIF
Nishikant Kamat,Director,EBWH
Nitesh Tiwari,Director,"DVJA, FZHW"
Noah Baumbach,Director,FQHJ
Noah Emmerich,Actor,DMEM
Nobuo Kaneko,Actor,GVYS
Noomi Rapace,Actor,YRTX
Nora Gregor,Actor,CTFI
Nora Twomey,Actor,DZHB
Nora-Jane Noone,Actor,JSCP
Noriko Hidaka,Actor,WJTJ
Norma Crane,Actor,CKDH
Norman Ferguson,Actor,TQJR
Norman Jewison,Director,"RWTJ, CKDH, UBOB"
Norman Reedus,Actor,HZZC
Norman Taurog,Actor,EVOS
Nozomu Sasaki,Actor,IAUR
Noémie Merlant,Actor,MVKO
Nurgül Yesilçay,Actor,HXOA
Nuri Bilge Ceylan,Director,"UAPX, YIYG"
Nursel Köse,Actor,HXOA
O'Shea Jackson Jr.,Actor,OWLK
O.J. Simpson,Actor,XQBQ
Octavia Spencer,Actor,"BYYU, EUBK, WCHV"
Oka Antara,Actor,QHDY
Oksana Akinshina,Actor,LOGF
Oleg Yankovskiy,Actor,NLKF
Olga Baclanova,Actor,HPVZ
Olga Mironova,Actor,GJCC
Oliver Hirschbiegel,Director,"ADNU, CPHB"
Oliver Reed,Actor,LTIF
Oliver Stokowski,Actor,CPHB
Oliver Stone,Director,"PMLP, ARAH"
Olivia Cooke,Actor,"TZOV, URZP"
Olivia Wilde,Actor,MHXY
Olivia Williams,Actor,"HTUH, YJHP"
Olivia de Havilland,Actor,LPJO
Olivier Dahan,Director,PIHR
Olivier Nakache,Director,NYMX
Omar Sharif,Actor,UICH
Omar Sy,Actor,NYMX
Oprah Winfrey,Actor,KPGV
Oriol Paulo,Director,"IOWP, ZMMK"
Orlando Bloom,Actor,"KOJF, IDDC, MVNL, YMTS"
Orson Welles,Actor,"VRMQ, IPWC, DTTB"
Orson Welles,Director,"VRMQ, IPWC"
Orto Ignatiussen,Actor,VCUW
Osamu Saka,Actor,QTFJ
Oscar Isaac,Actor,"GICN, TPON"
Oskar Werner,Actor,WXVR
Ossie Davis,Actor,ETAC
Otto Preminger,Actor,ECCA
Otto Preminger,Director,"LFZP, RDSZ"
Otto Sander,Actor,JRKT
Otto Wernicke,Actor,EABF
Owen Wilson,Actor,"IZJX, TTDS"
Ozan Güven,Actor,IBKD
Pablo Rago,Actor,VYKO
Paddy Considine,Actor,"XJHI, PUNA, GDZW"
Paige O'Hara,Actor,GESX
Pamela Adlon,Actor,JIZR
Paolo Bonacelli,Actor,RGBK
Paolo Genovese,Director,VKLU
Paolo Sorrentino,Director,TAZL
Paprika Steen,Actor,"TNFA, ZAYD"
Parambrata Chattopadhyay,Actor,DXVH
Paresh Rawal,Actor,"TZJX, WBLH, PTSN, PGWC"
Pascal Benezech,Actor,SINQ
Pascal Greggory,Actor,PIHR
Patricia Arquette,Actor,"PTNU, HVCM, DOQA, IKQY"
Patricia Clarkson,Actor,UUWQ
Patricia Neal,Actor,"TBEG, JBWN"
Patrick Fugit,Actor,AHGV
Patrick Horgan,Actor,CYKW
Patrick Huard,Actor,VMIR
Patrick Magee,Actor,"ELXV, AWWI"
Patrick McGoohan,Actor,"TNST, JQEN"
Patrick Renna,Actor,TFBV
Patrick Stewart,Actor,"HSGQ, KFPB"
Patrick Wilson,Actor,RGPA
Patrick Wymark,Actor,ROYO
Patton Oswalt,Actor,ZQTF
Paul Benjamin,Actor,UUWQ
Paul Bettany,Actor,JLMS
Paul Dano,Actor,LNFK
Paul Frankeur,Actor,VQZR
Paul Freeman,Actor,HCJX
Paul Giamatti,Actor,"YELF, ANAR"
Paul Greengrass,Director,"TKWK, WVXB, FMNY"
Paul Haggis,Director,JAQI
Paul Henreid,Actor,UHKQ
Paul King,Director,INAY
Paul Lukas,Actor,GFXJ
Paul McCartney,Actor,WFFB
Paul McGann,Actor,VDAN
Paul McGuigan,Director,HBVJ
Paul Meurisse,Actor,UAWM
Paul Muni,Actor,YJUT
Paul Newman,Actor,"BXHY, NPAM, CRPU, GYAE, HAKT, MRLG"
Paul Raci,Actor,URZP
Paul Reiser,Actor,"HXZV, MLNP"
Paul Rudd,Actor,XDDL
Paul Sanchez,Actor,KILH
Paul Scofield,Actor,ZSBF
Paul Thomas Anderson,Director,"LNFK, KEIK, GZXU"
Paul Verhoeven,Director,EQWZ
Paul Winfield,Actor,FHLG
Paulette Dubost,Actor,CTFI
Paulette Goddard,Actor,"TPEY, KWUX"
Pauline Burlet,Actor,HCDL
Pavel Ponomaryov,Actor,LOGF
Pawan Malhotra,Actor,TCFA
Payman Maadi,Actor,MPOR
Pedro Almodóvar,Director,"CGZI, WOUW, LXVB"
Penelope Allen,Actor,YXGI
Penelope Ann Miller,Actor,JHZX
Penny Marshall,Director,UMNY
Penélope Cruz,Actor,"FRGK, BHKW"
Per Ragnar,Actor,DWBL
Pernilla Allwin,Actor,POJU
Perry Lopez,Actor,TXOT
Pete Docter,Director,"OFPU, WFJZ, DUQH, CXYA"
Pete Postlethwaite,Actor,QCKX
Peter Billingsley,Actor,QBIQ
Peter Bogdanovich,Director,"IWPO, IUXL"
Peter Boyle,Actor,DWIU
Peter Brocco,Actor,SFZW
Peter Bull,Actor,DBKN
Peter Coyote,Actor,LVNW
Peter Dinklage,Actor,UUWQ
Peter Farrelly,Director,JZLD
Peter Finch,Actor,XIAN
Peter Jackson,Director,"CPBG, VNSE, IDDC, YMTS, KOJF"
Peter Lorre,Actor,"QPDU, EABF"
Peter Mullan,Director,JSCP
Peter O'Toole,Actor,"FJZZ, DVZQ, GDTG"
Peter Ostrum,Actor,ZMPO
Peter Ramsey,Actor,SFMI
Peter Sellers,Actor,"UOBE, MUTV, DHGF"
Peter Stormare,Actor,TILS
Peter Weir,Director,"DMEM, BABP"
Peter Wyngarde,Actor,QCFS
Peter van Eyck,Actor,KFOZ
Phil Harris,Actor,CULF
Phil Lord,Actor,NEFC
Philip Chan,Actor,CCHF
Philip Kaufman,Director,UBLE
Philip King,Actor,QCKX
Philip Seymour Hoffman,Actor,"DHHU, PQUB, LMGX, IFIA, APCX, GZXU"
Philippe Noiret,Actor,"HWSN, AFGE"
Phillip Terry,Actor,SGNK
Phillipa Soo,Actor,NWBL
Phylicia Rashad,Actor,FZRG
Phyllis Logan,Actor,MECW
Pierre Barbaud,Actor,TLDZ
Pierre Brasseur,Actor,BNNK
Pierre Coffin,Director,FHCE
Pierre Fresnay,Actor,QPXJ
Pierre Morel,Director,UIFL
Ping Lam Siu,Actor,UOLD
Piper Laurie,Actor,HAKT
Polly Bergen,Actor,XBBK
Porter Hall,Actor,OCHN
Prabhas,Actor,"XYUJ, FFWB"
Prakash Belawadi,Actor,CVSU
Prashanth Neel,Director,MISJ
Prateik,Actor,FZHW
Predrag 'Miki' Manojlovic,Actor,KBZK
Preity Zinta,Actor,"WILT, WXXJ, IHAY"
Priscilla Lane,Actor,QOAA
Priscilla Presley,Actor,XQBQ
Priya Anand,Actor,UORX
Priyadarshan,Director,PTSN
Priyanka Chopra,Actor,XEBE
Pruitt Taylor Vince,Actor,RSNW
Pupella Maggio,Actor,MJNT
Pushkar,Actor,GIEH
Qiu Yuen,Actor,QRJX
Quentin Tarantino,Actor,FYCV
Quentin Tarantino,Director,"LWHS, FIBC, EOAB, POEB, NFDX, HVWW, VUTR, CTKB"
Quinton Aaron,Actor,XJKU
R. Lee Ermey,Actor,ZQAY
RJ Cyler,Actor,TZOV
Rachel Griffiths,Actor,BHKW
Rachel House,Actor,HNFA
Rachel McAdams,Actor,"IZJX, NVGQ, CVPH, LZPV, GNVM, SGBF"
Rachel Shelley,Actor,NHWN
Rachel Ticotin,Actor,VEIR
Rachel Weisz,Actor,TPRU
Radha Mitchell,Actor,"RVDL, SFZJ"
Radhika Apte,Actor,ZIWL
Raghuvir Yadav,Actor,NHWN
Rahi Anil Barve,Director,JCPZ
Raja Menon,Director,CVSU
Rajat Barmecha,Actor,JDGU
Rajat Kapoor,Actor,EBWH
Rajesh Abhay,Actor,OBYU
Rajesh Khanna,Actor,PTHN
Rajit Kapoor,Actor,AEHF
Rajkumar Hirani,Director,"WJGV, OISJ, TSLS, DGAU"
Rajkumar Santoshi,Director,NDSH
Rajkummar Rao,Actor,"NLMZ, PKBF"
Rakeysh Omprakash Mehra,Director,"AKGX, TCFA"
Ralph Bellamy,Actor,NLWX
Ralph Brown,Actor,VDAN
Ralph Fiennes,Actor,"YIXN, UYGA, ZBFB"
Ralph Macchio,Actor,KDAA
Ralph Meeker,Actor,THHV
Ralph Richardson,Actor,FIFY
Ram Kapoor,Actor,JDGU
Ramachandra Raju,Actor,MISJ
Ramesh Deo,Actor,PTHN
Ramesh Sippy,Director,EIZT
Rami Malek,Actor,BNIO
Ramon Bieri,Actor,SIVZ
Ramya Krishnan,Actor,XYUJ
Rana Daggubati,Actor,"PRCZ, FFWB, XYUJ"
Ranbir Kapoor,Actor,"BBOU, XEBE"
Randy Quaid,Actor,KNXX
Rani Mukerji,Actor,"UQWF, WXXJ"
Ranveer Singh,Actor,NQZM
Raoul Max Trujillo,Actor,HXMW
Raoul Walsh,Director,FVLW
Raphael Fejtö,Actor,NSDA
Rashida Jones,Actor,TIWG
Raveena Tandon,Actor,NDSH
Ray Liotta,Actor,QVAD
Ray Milland,Actor,"GOJL, SGNK"
Ray Sahetapy,Actor,NULP
Ray Walston,Actor,VIVX
Raymond Massey,Actor,"QOAA, XYRL"
Rebecca De Mornay,Actor,HPTX
Reda Kateb,Actor,FNGW
Reese Witherspoon,Actor,OQRK
Regina King,Actor,TBKZ
Reginald Gardiner,Actor,KWUX
Reginald VelJohnson,Actor,DILT
Rei Sakuma,Actor,EQYX
Ren Osugi,Actor,RMPK
Rena Owen,Actor,PFKE
Rene Auberjonois,Actor,UXJT
Rene Bitorajac,Actor,FZMK
Rene Russo,Actor,HFUD
Reni Santoni,Actor,KBFH
René Laloux,Director,IIVO
Renée Elise Goldsberry,Actor,NWBL
Renée Zellweger,Actor,YELF
Rex Harrison,Actor,EMHS
Rhonda Fleming,Actor,YHYV
Rian Johnson,Director,AHMI
Rica Matsumoto,Actor,SPWS
Ricardo Darín,Actor,"HNZU, VYKO"
Ricardo Montalban,Actor,XQBQ
Rich Moore,Actor,ABPH
Rich Moore,Director,HJPN
Richa Chadha,Actor,FOTC
Richard Armitage,Actor,"CPBG, VNSE"
Richard Attenborough,Actor,"DVXF, VEXM"
Richard Attenborough,Director,MPEU
Richard Basehart,Actor,APYA
Richard Briers,Actor,FIFY
Richard Brooks,Director,NPAM
Richard Burton,Actor,"LSYB, ROYO"
Richard Crenna,Actor,"XXIM, GMCP"
Richard Curtis,Director,GNVM
Richard Donner,Director,"ZOAN, OVTQ"
Richard Dormer,Actor,MAPQ
Richard Dreyfuss,Actor,"YKAX, GPIL"
Richard E. Grant,Actor,VDAN
Richard Edson,Actor,ETAC
Richard Farnsworth,Actor,"QHNW, SCTJ"
Richard Gere,Actor,"WASM, IILV, YDDL"
Richard Griffiths,Actor,"DLPY, VDAN"
Richard Harris,Actor,"LZMG, UZMW"
Richard Haydn,Actor,BFDA
Richard Hunt,Actor,WXDT
Richard Jenkins,Actor,LOKC
Richard Kelly,Director,TCAD
Richard Lester,Director,WFFB
Richard Linklater,Director,"PQMQ, ADJD, HVCM, PSVZ, LXDX, LCFE"
Richard Marquand,Director,JURZ
Richard Masur,Actor,HKAI
Richard Rosson,Actor,YJUT
Richard Schenkman,Director,TUEO
Richard Thorpe,Actor,EVOS
Richard Widmark,Actor,EAWD
Ricky Adelayitor,Actor,EHWX
Ricky Nelson,Actor,ZIJN
Ridley Scott,Director,"LTIF, LAAU, VKAV, HKPT, OTOJ, KFNL"
Riisa Naka,Actor,YGIQ
Rima Te Wiata,Actor,HNFA
Ringo Starr,Actor,WFFB
Rita Hayworth,Actor,JNDT
Ritesh Batra,Director,XWDT
River Phoenix,Actor,VEPA
Riz Ahmed,Actor,"URZP, HFUD"
Rob Maxey,Actor,SELB
Rob Minkoff,Actor,TEGH
Rob Reiner,Actor,ALQC
Rob Reiner,Director,"WRPJ, GYYR, HPTX, OSMQ, VEPA, ALQC, SCTJ"
Robby Benson,Actor,GESX
Robert Aldrich,Director,"IKJB, JLVX"
Robert Altman,Director,"EYBU, UPOW"
Robert Armstrong,Actor,YGKI
Robert Arthur,Actor,OCHN
Robert Benton,Director,IDNX
Robert Clouse,Director,KJMK
Robert Cummings,Actor,GOJL
Robert De Niro,Actor,"EIOC, ZFFW, OXKS, UMNY, QVAD, FILR, LYRJ, DDKF, LFIO, XONZ, JUXX, SNIN, RVXJ, DNIZ, RMUH, DYQG, CGED"
Robert De Niro,Director,RMUH
Robert Donat,Actor,HNMA
Robert Downey Jr.,Actor,"KVXI, TNTJ, SPRT, SVSV, ITQT, SGBF, YVGJ"
Robert Duvall,Actor,"VEIR, XIAN, LKTY, SNIN"
Robert Gulaczyk,Actor,ULZH
Robert Hamer,Director,MDOY
Robert Hays,Actor,IBMF
Robert Manuel,Actor,PEGS
Robert Mitchum,Actor,"XBBK, OXJX, YHYV"
Robert Morley,Actor,DBKN
Robert Mulligan,Director,IUMB
Robert Patrick,Actor,"OQRK, YKLF"
Robert Redford,Actor,"GYAE, XDSM, BXHY"
Robert Redford,Director,SHNL
Robert Rodriguez,Actor,FYCV
Robert Rossen,Director,HAKT
Robert Ryan,Actor,PQEI
Robert Sean Leonard,Actor,BABP
Robert Shaw,Actor,"YKAX, ZSBF, RSMM, GYAE"
Robert Stack,Actor,LVHF
Robert Stevenson,Director,ZBAO
Robert Strauss,Actor,ECCA
Robert Walker,Actor,FNCN
Robert Wiene,Director,OWFI
Robert Wise,Director,"BFDA, TBEG"
Robert Zemeckis,Director,"GUJC, KILH, JPUO, MQOM, XROC"
Roberta Maxwell,Actor,BMBB
Roberto Benigni,Actor,"ZYQH, ROJD"
Roberto Benigni,Director,ROJD
Roberts Blossom,Actor,TNST
Robin Williams,Actor,"UMNY, ZNUF, BABP, HRGM"
Robin Wright,Actor,"XROC, IFIA, GYYR"
Rock Hudson,Actor,TOMS
Rod Steiger,Actor,"ZKCB, RWTJ, MWKY, UICH"
Rod Taylor,Actor,CAMB
Roddy McDowall,Actor,UULG
Rodney A. Grant,Actor,VGPW
Rodney Rothman,Actor,SFMI
Rodrigo De la Serna,Actor,OMHZ
Roe-ha Kim,Actor,RJWL
Roger Allers,Director,TEGH
Roger Donaldson,Director,ASSC
Rohini Hattangadi,Actor,MPEU
Roland Joffé,Director,RMMW
Roland Møller,Actor,THYR
Rolf Lassgård,Actor,"FLSU, WZZU"
Roman Griffin Davis,Actor,CIEG
Roman Madyanov,Actor,SQHR
Roman Polanski,Actor,FHJP
Roman Polanski,Director,"TXOT, PEAR, VMOZ, QLNS, FHJP"
Romolo Valli,Actor,MWKY
Ron Clements,Director,"ZNUF, UXJT, HEZB"
Ron Howard,Director,"DFYP, AMVW, SQFX, MHXY, YELF"
Ron Livingston,Actor,OLTB
Ronit Roy,Actor,JDGU
Ronnie Del Carmen,Actor,OFPU
Ronny Cox,Actor,QPWD
Ronny Yu,Director,MHDQ
Rooney Mara,Actor,"GCYZ, SHFT, AZSV, RZSA"
Rory Cochrane,Actor,PSVZ
Rosalind Russell,Actor,NLWX
Rosamund Pike,Actor,PRKU
Rosanna Arquette,Actor,OMWK
Rosario Dawson,Actor,"CCCT, APCX"
Rosario Flores,Actor,LXVB
Roscoe Ates,Actor,HPVZ
Roscoe Karns,Actor,DQZJ
Rosemarie DeWitt,Actor,GVOM
Rosemary Murphy,Actor,IUMB
Roshan Seth,Actor,MPEU
Rosie Shaw,Actor,ONCT
Roy Dotrice,Actor,USNO
Roy Kinnear,Actor,ZMPO
Roy Scheider,Actor,"YQOQ, VIJC, YKAX"
Ruben Fleischer,Director,JHVI
Ruby Dee,Actor,ETAC
Rudolf Klein-Rogge,Actor,MSQU
Rudy Youngblood,Actor,HXMW
Rufus,Actor,DUIM
Rufus Sewell,Actor,"ANAR, GTFE"
Rumi Hiiragi,Actor,LVTX
Ruocheng Ying,Actor,FJZZ
Rupert Friend,Actor,PXLD
Rupert Graves,Actor,RRYI
Rupert Grint,Actor,"LZMG, DLPY, NVVN, TXAM, WQUO, XTJE"
Russell Brand,Actor,FHCE
Russell Crowe,Actor,"YELF, HKPT, SQFX, LTIF, PEAL, BSSZ, ZSET"
Russell Means,Actor,HDHB
Rusty Schwimmer,Actor,NGCM
Rutger Hauer,Actor,VKAV
Ruth Gordon,Actor,"QAPC, PEAR"
Ruth Hussey,Actor,ICKZ
Ruth Nelson,Actor,UMNY
Ruth Roman,Actor,FNCN
Ruy Guerra,Actor,XXIC
Ryan Coogler,Director,FZRG
Ryan Gosling,Actor,"YJNL, CVPH, YBHZ, ECUC, GVOM"
Ryan Hurst,Actor,QAGH
Ryan O'Neal,Actor,"AWWI, IUXL"
Ryan Potter,Actor,ALMM
Ryan Reynolds,Actor,"TRNC, ZMEW"
